FromCty,ToCty,Value
EU,Afghanistan,209753047.8
EU,Albania,1567768526
EU,Algeria,13672099114
EU,American Samoa,1834175.341
EU,Andorra,766845410
EU,Angola,4189221885
EU,Anguilla,4300177.841
EU,Antarctica,6842450.905
EU,Antigua & Barbuda,143263006.8
EU,Argentina,5611952849
EU,Armenia,411722893.5
EU,Aruba,98405218.06
EU,Australia,19828705814
EU,Azerbaijan,2103623915
EU,BES Islands,32402741.54
EU,Bahamas,889130014.5
EU,Bahrain,1018486430
EU,Bangladesh,1341152125
EU,Barbados,120274627.7
EU,Belarus,3666179208
EU,Belize,80961094.37
EU,Benin,670269706.8
EU,Bermuda,421753265.3
EU,Bhutan,6669424.427
EU,Bolivia,511807231.8
EU,Bosnia & Herzegovina,2500080963
EU,Botswana,165026444.3
EU,Bouvet Island,600588.619
EU,Brazil,23659455450
EU,British Indian Ocean Terr.,173348.8573
EU,Brunei Darussalam,669828505.8
EU,Bulgaria,2158333117
EU,Burkina Faso,494121597.3
EU,Burundi,47656691.2
EU,Cambodia,234396388.4
EU,Cameroon,1043961280
EU,Canada,21511381476
EU,Cape Verde,277058290.3
EU,Cayman Islands,250285475.7
EU,Central African Republic,69476649.74
EU,Ceuta,483027766.4
EU,Chad,209674789.9
EU,Chile,5154891294
EU,China,1.06471E+11
EU,Christmas Island,1049245.281
EU,Cocos (Keeling) Islands,277362.8025
EU,Colombia,4532534900
EU,Comoros,26696376.46
EU,Congo,1080986521
EU,"Congo, Dem. Rep.",680660034.2
EU,Cook Islands,933652.6251
EU,Costa Rica,581859673.5
EU,Cote d Ivoire,1579255101
EU,Croatia,5072053790
EU,Cuba,1185181112
EU,Curacao,211104441.2
EU,Cyprus,836888457.8
EU,Czech Republic,12778813090
EU,Djibouti,190559625.3
EU,Dominica,13160737.22
EU,Dominican Republic,852941551.6
EU,East Timor,12607793.97
EU,Ecuador,1394972981
EU,Egypt,10936402020
EU,El Salvador,278433354.1
EU,Equatorial Guinea,488714066.5
EU,Eritrea,32993189.26
EU,Estonia,1346998437
EU,Ethiopia,861589276.5
EU,Extra EU Stores & Provisions,11120843355
EU,Falkland Islands,92832436.14
EU,Faroe Islands,345195164.3
EU,Fiji,32367707.95
EU,French Polynesia,395935116.6
EU,French Southern Terr.,13961070.59
EU,Gabon,783521790.6
EU,Gambia,86348492.4
EU,Georgia,1140095913
EU,Ghana,1510609386
EU,Gibraltar,3928436465
EU,Greenland,446798350.4
EU,Grenada,11439493.42
EU,Guam,23721644.79
EU,Guatemala,627339679.4
EU,Guinea,613116250.9
EU,Guinea-Bissau,97697668.71
EU,Guyana,65123943.95
EU,Haiti,129667265.7
EU,Heard & McDonald Is.,89073.3555
EU,High Seas,629967902.9
EU,Honduras,329121470.5
EU,Hong Kong,21639329662
EU,Hungary,8389094516
EU,Iceland,1495376816
EU,India,22095801023
EU,Indonesia,6490402060
EU,Iran,4148767784
EU,Iraq,2648699008
EU,Israel,10431134096
EU,Jamaica,178755433.4
EU,Japan,35808989727
EU,Jordan,2453448627
EU,Kazakhstan,3745922321
EU,Kenya,1236451216
EU,Kiribati,2060167.734
EU,"Korea, North",14428333.12
EU,"Korea, South",27904967855
EU,Kosovo,422613402
EU,Kuwait,3300427239
EU,Kyrgyzstan,178787797.4
EU,Laos,125806860.1
EU,Latvia,1024844422
EU,Lebanon,4077773983
EU,Lesotho,7296535.076
EU,Liberia,542841672.9
EU,Libya,3472089962
EU,Liechtenstein,914510161.9
EU,Lithuania,1674378397
EU,Macau,411439798.2
EU,Macedonia,2392100552
EU,Madagascar,322402225.9
EU,Malawi,104465912.6
EU,Malaysia,9415447774
EU,Maldives,78781301.3
EU,Mali,585649483.6
EU,Malta,821104881.1
EU,Marshall Islands,954226985.5
EU,Mauritania,609475575.9
EU,Mauritius,576273795.4
EU,Melilla,361677666.2
EU,Mexico,20067664858
EU,Micronesia (Federated States of),1361349.485
EU,Moldova,1195305276
EU,Mongolia,209458667.9
EU,Montenegro,553313365
EU,Montserrat,4415266.089
EU,Morocco,11469183647
EU,Mozambique,546749279.9
EU,Myanmar,394994646.7
EU,Namibia,332021024.1
EU,Nauru,818633.7627
EU,Nepal,80506943.53
EU,New Caledonia,668039779.3
EU,New Zealand,2765072618
EU,Nicaragua,152601481.9
EU,Niger,243631631.4
EU,Nigeria,7285037615
EU,Niue,211291.313
EU,Non-EU Suppression,10361690250
EU,Norfolk Island,221083.8701
EU,Northern Mariana Islands,3118440.507
EU,Norway,32474231770
EU,Not Determin Extra EU Trade,9609824253
EU,Oman,2420635078
EU,Pakistan,2504107476
EU,Palau,2706468.366
EU,Panama,1488206911
EU,Papua New Guinea,96515844.27
EU,Paraguay,386502974.6
EU,Peru,2181039614
EU,Philippines,3956978729
EU,Pitcairn,77515.2331
EU,Poland,20949349506
EU,Qatar,5103498994
EU,Romania,6236863918
EU,Russia,54964365475
EU,Rwanda,141875543.7
EU,S. Georgia & S. Sandwich,194101.6725
EU,Samoa (Western),3208866.228
EU,San Marino,129355174.9
EU,Sao Tome & Principe,47381793.16
EU,Saudi Arabia,23196005675
EU,Senegal,1887563731
EU,Serbia,6145124425
EU,Seychelles,147591828.5
EU,Sierra Leone,147197560
EU,Singapore,18161543378
EU,Sint Maarten,62349044.75
EU,Slovakia,5201162328
EU,Slovenia,2603051112
EU,Solomon Islands,3993761.731
EU,Somalia,54229999.71
EU,South Africa,16161733190
EU,South Sudan,36354049.87
EU,Sri Lanka,1060465948
EU,St. Barthelemy,7305613.285
EU,St. Helena,11356824.28
EU,St. Kitts & Nevis,35892082.77
EU,St. Lucia,26235242.41
EU,St. Pierre & Miquelon,24576187.73
EU,St. Vincent & the Grenadines,25166167.56
EU,Sudan,448294797.3
EU,Suriname,270567597.3
EU,Swaziland,21721021.49
EU,Switzerland,91900678977
EU,Syria,293629891.4
EU,Taiwan,11689471172
EU,Tajikistan,100559667.9
EU,Tanzania,647572616.5
EU,Thailand,8323033877
EU,Togo,2758248010
EU,Tokelau,883607.3638
EU,Tonga,1372450.451
EU,Trinidad & Tobago,399007106.8
EU,Tunisia,7051216128
EU,Turkey,46886607504
EU,Turkmenistan,739691143.3
EU,Turks & Caicos Islands,4762394.422
EU,Tuvalu,191730.7054
EU,U.S. Minor Outlying Is.,7196945.41
EU,Uganda,350512906
EU,Ukraine,8980977265
EU,United Arab Emirates,28676954419
EU,United Kingdom,32960367271
EU,United States,2.17368E+11
EU,Uruguay,1120208932
EU,Uzbekistan,925710581.3
EU,Vanuatu,8852167.605
EU,Vatican City State,26918757.94
EU,Venezuela,2304651496
EU,Vietnam,4433028470
EU,Virgin Islands (British),447307757.3
EU,Virgin Islands (U.S.),37222626.44
EU,Wallis & Futuna Islands,9373755.625
EU,West Bank,116320335.9
EU,Western Sahara,129510.0924
EU,World,1.21574E+12
EU,Yemen,749302372.9
EU,Zambia,279257952
EU,Zimbabwe,137634251
Egypt,Afghanistan,364176.5633
Egypt,Albania,988845.9156
Egypt,Algeria,30407541.6
Egypt,Angola,2397438.261
Egypt,Antigua & Barbuda,34449.79996
Egypt,Argentina,100953.9748
Egypt,Armenia,3989.579126
Egypt,Australia,1778432.274
Egypt,Austria,970967.4348
Egypt,Azerbaijan,364.7506905
Egypt,Bahrain,4638484.654
Egypt,Bangladesh,4720455.755
Egypt,Barbados,26498.0645
Egypt,Belarus,10893.21803
Egypt,Belgium,27989860.51
Egypt,Benin,728617.5665
Egypt,Bolivia,10867.29178
Egypt,Bosnia & Herzegovina,59959.03174
Egypt,Brazil,3297922.177
Egypt,Brunei Darussalam,413815.1007
Egypt,Bulgaria,14171857.76
Egypt,Burkina Faso,285848.8972
Egypt,Burundi,712708.5578
Egypt,Cameroon,1322079.268
Egypt,Canada,53124922.68
Egypt,Cape Verde,39877.36294
Egypt,Chad,1144830.303
Egypt,Chile,494736.8762
Egypt,China,32525834.57
Egypt,Colombia,351316.2052
Egypt,Comoros,11041.09042
Egypt,Congo,1039058.147
Egypt,"Congo, Dem. Rep.",357881.5508
Egypt,Costa Rica,165094.684
Egypt,Cote d Ivoire,3154033.132
Egypt,Croatia,1579547.015
Egypt,Cyprus,2786759.763
Egypt,Czech Republic,4474007.977
Egypt,Denmark,1383351.447
Egypt,Djibouti,800455.9132
Egypt,Dominica,23963.10935
Egypt,Dominican Republic,179324.3817
Egypt,Ecuador,74305.02063
Egypt,El Salvador,33781.93139
Egypt,Eritrea,4805178.086
Egypt,Estonia,126305.8697
Egypt,Ethiopia,7105419.251
Egypt,Finland,558516.5639
Egypt,France,46431054.18
Egypt,Gabon,196680.2745
Egypt,Gambia,353160.4095
Egypt,Georgia,189358.2773
Egypt,Germany,40807239.93
Egypt,Ghana,4775655.623
Egypt,Greece,8901406.447
Egypt,Guatemala,181090.4825
Egypt,Guinea,674836.3251
Egypt,Haiti,227201.988
Egypt,Honduras,7874.387188
Egypt,Hong Kong,985845.6952
Egypt,Hungary,1834556.656
Egypt,Iceland,525002.054
Egypt,India,90982955.54
Egypt,Indonesia,2209432.053
Egypt,Iran,810334.8983
Egypt,Iraq,39044876.34
Egypt,Ireland,1190140.153
Egypt,Israel,3266517.073
Egypt,Italy,73438675.52
Egypt,Japan,2873468.607
Egypt,Jordan,35405816.07
Egypt,Kazakhstan,276230.2191
Egypt,Kenya,15522975.43
Egypt,"Korea, North",25262.51713
Egypt,"Korea, South",9270410.854
Egypt,Kuwait,36352011.35
Egypt,Latvia,192188.4627
Egypt,Lebanon,32579471.82
Egypt,Liberia,399739.5162
Egypt,Libya,36018475.2
Egypt,Lithuania,315056.3345
Egypt,Macedonia,100939.0846
Egypt,Malawi,277068.5417
Egypt,Malaysia,4802482.185
Egypt,Maldives,264487.2106
Egypt,Mali,533958.7223
Egypt,Malta,20464910.18
Egypt,Mauritania,1231834.275
Egypt,Mauritius,1497811.141
Egypt,Mexico,702326.6586
Egypt,Moldova,22190.38309
Egypt,Morocco,21788875.78
Egypt,Mozambique,223078.9172
Egypt,Nepal,806278.4326
Egypt,Netherlands,8892232.321
Egypt,New Zealand,95089.70288
Egypt,Niger,1194287.931
Egypt,Nigeria,9640168.437
Egypt,Norway,1102382.851
Egypt,Oman,8564802.253
Egypt,Pakistan,16238820.66
Egypt,Palestine,5356965.151
Egypt,Panama,375670.911
Egypt,Paraguay,52039.33473
Egypt,Peru,370250.4614
Egypt,Philippines,57759.1718
Egypt,Poland,6022835.955
Egypt,Portugal,9705310.766
Egypt,Qatar,17811693.96
Egypt,Romania,5247740.175
Egypt,Russia,5478972.665
Egypt,Rwanda,2363627.028
Egypt,Saudi Arabia,125303894.8
Egypt,Senegal,2662686.042
Egypt,Serbia,379562.5764
Egypt,Seychelles,220351.2142
Egypt,Ships Stores,33572446.04
Egypt,Sierra Leone,61692.09424
Egypt,Singapore,333316.0966
Egypt,Slovakia,725975.94
Egypt,Slovenia,1903502.408
Egypt,Somalia,3471437.969
Egypt,South Africa,5582984.007
Egypt,Spain,23509398.3
Egypt,Sri Lanka,256286.594
Egypt,Sudan,34131391.67
Egypt,Swaziland,173798.5929
Egypt,Sweden,1730535.02
Egypt,Switzerland,6969200.393
Egypt,Syria,15121189.6
Egypt,Taiwan,206946.9753
Egypt,Tanzania,2713536.661
Egypt,Thailand,9918882.673
Egypt,Togo,395714.8851
Egypt,Trinidad & Tobago,256699.8666
Egypt,Tunisia,10546166.29
Egypt,Turkey,88936956.67
Egypt,Uganda,4851391.486
Egypt,Ukraine,1042396.549
Egypt,United Arab Emirates,74411622.07
Egypt,United Kingdom,47769878.58
Egypt,United States,93998360.14
Egypt,Uruguay,113591.9894
Egypt,Venezuela,50244.10067
Egypt,Vietnam,556476.3983
Egypt,World,1455833976
Egypt,Yemen,13206465.27
Egypt,Zambia,922525.3134
Egypt,Zimbabwe,498007.8703
Estonia,Afghanistan,35635.2
Estonia,Albania,227390.4384
Estonia,Algeria,144.768
Estonia,Angola,123346.7904
Estonia,Argentina,40794.5088
Estonia,Armenia,48721.1136
Estonia,Aruba,707.136
Estonia,Australia,3428978.189
Estonia,Austria,2481807.936
Estonia,Azerbaijan,110260.8768
Estonia,Bahamas,1804.032
Estonia,Bahrain,42782.2848
Estonia,Bangladesh,17687.3088
Estonia,Belarus,2914988.314
Estonia,Belgium,10993795.51
Estonia,Benin,90549.0432
Estonia,Bolivia,93377.5872
Estonia,Bosnia & Herzegovina,91508.9664
Estonia,Brazil,2745529.574
Estonia,Bulgaria,2265265.075
Estonia,Cambodia,4113.6384
Estonia,Canada,14528229.39
Estonia,Chile,88949.9136
Estonia,China,12310937.09
Estonia,Colombia,11560.2816
Estonia,Cote d Ivoire,39636.3648
Estonia,Croatia,224099.7504
Estonia,Cuba,757798.1184
Estonia,Cyprus,1030817.203
Estonia,Czech Republic,4509059.942
Estonia,Denmark,27883224.38
Estonia,Ecuador,556.8
Estonia,Egypt,765017.5872
Estonia,El Salvador,8086.9632
Estonia,Extra EU Stores & Provisions,5657446.579
Estonia,Faroe Islands,197797.632
Estonia,Finland,165919917.7
Estonia,France,17581603.66
Estonia,French Southern Terr.,214864.6656
Estonia,Gambia,6904.32
Estonia,Georgia,314782.4256
Estonia,Germany,50243201.01
Estonia,Ghana,155961.9072
Estonia,Gibraltar,1175.9616
Estonia,Greece,635563.8144
Estonia,Guyana,361.92
Estonia,Honduras,12964.5312
Estonia,Hong Kong,1569209.395
Estonia,Hungary,3793247.885
Estonia,Iceland,1310653.747
Estonia,India,6391741.056
Estonia,Indonesia,96417.7152
Estonia,Intra EU Stores & Provisions,826107.456
Estonia,Iran,148252.4544
Estonia,Iraq,26169.6
Estonia,Ireland,2410957.363
Estonia,Israel,949963.1616
Estonia,Italy,9031215.821
Estonia,Jamaica,9679.4112
Estonia,Japan,4563704.294
Estonia,Jordan,475958.208
Estonia,Kazakhstan,1522341.312
Estonia,Kenya,160479.7824
Estonia,"Korea, South",4012782.989
Estonia,Kosovo,1502.2464
Estonia,Kuwait,93865.344
Estonia,Kyrgyzstan,40043.9424
Estonia,Latvia,117074107.7
Estonia,Lebanon,159485.3376
Estonia,Liberia,6553.536
Estonia,Liechtenstein,132130.8672
Estonia,Lithuania,60802312.78
Estonia,Luxembourg,205038.2592
Estonia,Macedonia,6215.0016
Estonia,Malawi,14818.6752
Estonia,Malaysia,131605.248
Estonia,Malta,87048.9984
Estonia,Mauritius,16150.5408
Estonia,Mexico,2523789.542
Estonia,Moldova,255811.7376
Estonia,Mongolia,25988.0832
Estonia,Morocco,355853.1072
Estonia,Myanmar,60701.2224
Estonia,Namibia,102920.0256
Estonia,Netherlands,33036923.98
Estonia,New Zealand,53950.5792
Estonia,Nicaragua,10193.8944
Estonia,Nigeria,324259.1616
Estonia,Norway,42180799.37
Estonia,Oman,51943.872
Estonia,Pakistan,335230.3488
Estonia,Panama,9579.1872
Estonia,Paraguay,14983.488
Estonia,Peru,126577.344
Estonia,Philippines,57178.9056
Estonia,Poland,25318465.5
Estonia,Portugal,770051.0592
Estonia,Qatar,106320.96
Estonia,Romania,3227168.256
Estonia,Russia,82106854.96
Estonia,Saudi Arabia,708531.3408
Estonia,Serbia,302742.1824
Estonia,Sierra Leone,10853.1456
Estonia,Singapore,532048.0128
Estonia,Sint Maarten,2881.9968
Estonia,Slovakia,1228643.789
Estonia,Slovenia,604895.2704
Estonia,South Africa,692295.0528
Estonia,Spain,4334117.837
Estonia,Sri Lanka,52633.1904
Estonia,St. Kitts & Nevis,1240.5504
Estonia,St. Vincent & the Grenadines,33296.64
Estonia,Sudan,56659.968
Estonia,Sweden,191268658.7
Estonia,Switzerland,4424332.8
Estonia,Taiwan,446948.928
Estonia,Tanzania,131242.2144
Estonia,Thailand,988962.5472
Estonia,Togo,1816.2816
Estonia,Trinidad & Tobago,20323.2
Estonia,Tunisia,69847.2192
Estonia,Turkey,3692683.123
Estonia,Turkmenistan,64252.4928
Estonia,Ukraine,4678440.73
Estonia,United Arab Emirates,6678126.682
Estonia,United Kingdom,34468657.23
Estonia,United States,25282422.72
Estonia,Uruguay,6649.3056
Estonia,Uzbekistan,1493495.731
Estonia,Venezuela,168650.2656
Estonia,Vietnam,484224.4608
Estonia,World,1018931308
Estonia,Zambia,15721.8048
France,Afghanistan,15090642.9
France,Albania,24875225.71
France,Algeria,3641938299
France,American Samoa,583407.8531
France,Andorra,156981871.5
France,Angola,422626985.2
France,Anguilla,497191.919
France,Antarctica,1264237.502
France,Antigua & Barbuda,20697588.68
France,Argentina,629926396.1
France,Armenia,33617376.28
France,Aruba,5430207.776
France,Australia,1873992028
France,Austria,2316985537
France,Azerbaijan,158979205.5
France,BES Islands,37943.7971
France,Bahamas,21499322.78
France,Bahrain,77511256.63
France,Bangladesh,132798934.8
France,Barbados,13951196.66
France,Belarus,98895352.51
France,Belgium,20058557597
France,Belize,3467606.516
France,Benin,217430743.5
France,Bermuda,3039514.708
France,Bhutan,326510.9647
France,Bolivia,39140340.81
France,Bosnia & Herzegovina,52678361.86
France,Botswana,6144411.211
France,Brazil,2636616975
France,British Indian Ocean Terr.,24405.6421
France,Brunei Darussalam,11169431.54
France,Bulgaria,484758509.5
France,Burkina Faso,183899336.8
France,Burundi,11205701.13
France,Cambodia,50886194.5
France,Cameroon,456437393.8
France,Canada,2056373934
France,Cape Verde,6077262.765
France,Cayman Islands,18336751.65
France,Central African Republic,20180914.57
France,Ceuta,1206514.353
France,Chad,78790180.96
France,Chile,459065311
France,China,10575206715
France,Colombia,527338515.9
France,Comoros,16629137.74
France,Congo,384072739.2
France,"Congo, Dem. Rep.",75452777.94
France,Cook Islands,1851.2957
France,Costa Rica,26463540.66
France,Cote d Ivoire,665536014.1
France,Croatia,205273408.4
France,Cuba,108105546.9
France,Curacao,5564077.944
France,Cyprus,232014900.1
France,Czech Republic,2357622007
France,Denmark,1581636246
France,Djibouti,45553955.06
France,Dominica,2434365.454
France,Dominican Republic,71643090.02
France,EU Suppression,529092800.5
France,East Timor,128592.6996
France,Ecuador,68916995.32
France,Egypt,1068275778
France,El Salvador,15694688.09
France,Equatorial Guinea,61180166.14
France,Eritrea,1597648.921
France,Estonia,170214447.4
France,Ethiopia,141362410.2
France,Extra EU Stores & Provisions,493699650.7
France,Faroe Islands,1444454.776
France,Fiji,132468034.8
France,Finland,1101375258
France,French Polynesia,343084082.9
France,French Southern Terr.,6265280.214
France,Gabon,418065566.2
France,Gambia,5215928.138
France,Georgia,62332895.05
France,Germany,45389704304
France,Ghana,295318831.3
France,Gibraltar,216776752.6
France,Greece,1333356116
France,Greenland,859578.3982
France,Grenada,928592.9016
France,Guam,6560072.441
France,Guatemala,59652540.91
France,Guinea,76795716.66
France,Guinea-Bissau,5151600.041
France,Guyana,6650631.098
France,Haiti,30853743.95
France,High Seas,1768143.83
France,Honduras,8209584.02
France,Hong Kong,2864133768
France,Hungary,2035942984
France,Iceland,35404488.24
France,India,1719813302
France,Indonesia,1158563344
France,Intra EU Stores & Provisions,308912786.5
France,Iran,428998188.9
France,Iraq,264136016.9
France,Ireland,1484363013
France,Israel,855487524.5
France,Italy,21150605631
France,Jamaica,9037470.535
France,Japan,4645023407
France,Jordan,192334851.2
France,Kazakhstan,446291255.8
France,Kenya,94160018.9
France,Kiribati,42819.2674
France,"Korea, North",618407.4842
France,"Korea, South",2962651435
France,Kosovo,6680478.171
France,Kuwait,734831878.9
France,Kyrgyzstan,11376163.63
France,Laos,6465692.351
France,Latvia,192012219.8
France,Lebanon,618065448.8
France,Lesotho,336815.8693
France,Liberia,13521191.2
France,Libya,184943530.1
France,Liechtenstein,11344476.94
France,Lithuania,313384710.3
France,Luxembourg,1335244199
France,Macau,73168571.11
France,Macedonia,29909600.97
France,Madagascar,189300543.4
France,Malawi,2282054.333
France,Malaysia,884541159.9
France,Maldives,9292290.929
France,Mali,192189826.5
France,Malta,231828901.7
France,Marshall Islands,8939079.5
France,Mauritania,120862873.2
France,Mauritius,215775543.9
France,Mayotte,43176690.42
France,Melilla,1063141.797
France,Mexico,1759074019
France,Micronesia (Federated States of),39177.0372
France,Moldova,24834200.22
France,Mongolia,28005216.5
France,Montenegro,10385632.67
France,Montserrat,84326.0838
France,Morocco,2338970639
France,Mozambique,47974604.67
France,Myanmar,24373973.35
France,Namibia,123125138.6
France,Nauru,140078.3146
France,Nepal,13101711.57
France,Netherlands,11136194683
France,Netherlands Antilles,3468017.551
France,New Caledonia,498377565.9
France,New Zealand,441451395.3
France,Nicaragua,11947260.86
France,Niger,131742117.8
France,Nigeria,770406574.1
France,Non-EU Suppression,1392254226
France,Norfolk Island,3383.25
France,Northern Mariana Islands,1799482.151
France,Norway,1004917806
France,Not Determin Extra EU Trade,112979167.4
France,Not Determin Intra EU Trade,738774.492
France,Not Determined,139464266.5
France,Oman,163610480.8
France,Pakistan,229186206.6
France,Palau,359.296
France,Palestine,4620853.482
France,Panama,186249952.7
France,Papua New Guinea,26659719.8
France,Paraguay,56135687.22
France,Peru,130842671.7
France,Philippines,987820329.2
France,Poland,4727758031
France,Portugal,2758711999
France,Qatar,1015007998
France,Romania,2137147629
France,Russia,4005626928
France,Rwanda,11069699.9
France,S. Georgia & S. Sandwich,14182.5658
France,Samoa (Western),220193.4348
France,San Marino,11694665.51
France,Sao Tome & Principe,604807.7369
France,Saudi Arabia,2092923097
France,Senegal,448607058.9
France,Serbia,193653030.3
France,Seychelles,29949644.01
France,Sierra Leone,7162378.166
France,Singapore,3337191052
France,Sint Maarten,15303048.38
France,Slovakia,1462407379
France,Slovenia,532244242.7
France,Solomon Islands,186331.1835
France,Somalia,7636371.967
France,South Africa,1244350442
France,South Sudan,1904125.226
France,Spain,19905425678
France,Sri Lanka,190534176.3
France,St. Barthelemy,27483484.8
France,St. Helena,254037.7564
France,St. Kitts & Nevis,578837.1147
France,St. Lucia,4007121.154
France,St. Pierre & Miquelon,22856216.48
France,St. Vincent & the Grenadines,2145443.992
France,Sudan,53626364.6
France,Suriname,12741809.21
France,Swaziland,1323601.775
France,Sweden,3253024540
France,Switzerland,9288762610
France,Syria,75777492.41
France,Taiwan,966977438.9
France,Tajikistan,4693430.159
France,Tanzania,36230456.7
France,Thailand,1588412349
France,Togo,315595530.4
France,Tokelau,25805.8178
France,Tonga,42581.4414
France,Trinidad & Tobago,40186806.53
France,Tunisia,2069772395
France,Turkey,3966156657
France,Turkmenistan,64398386.32
France,Turks & Caicos Islands,703524.4138
France,U.S. Minor Outlying Is.,69198.6225
France,Uganda,81109925.37
France,Ukraine,425672165.5
France,United Arab Emirates,2526604133
France,United Kingdom,20107087911
France,United States,18743152556
France,Uruguay,106232509
France,Uzbekistan,73296016.68
France,Vanuatu,6184966.003
France,Vatican City State,446379.1937
France,Venezuela,213008082.7
France,Vietnam,613361527
France,Virgin Islands (British),36208509.12
France,Virgin Islands (U.S.),15678333.28
France,Wallis & Futuna Islands,7459473.176
France,West Bank,2618361.525
France,World,2.82345E+11
France,Yemen,98180296.6
France,Zambia,14590627.08
France,Zimbabwe,15517182.47
Germany,Afghanistan,61214351.88
Germany,Albania,97901957.59
Germany,Algeria,1412344700
Germany,American Samoa,28154.8421
Germany,Andorra,18004181.91
Germany,Angola,272212008.1
Germany,Anguilla,998732.8673
Germany,Antarctica,498035.5118
Germany,Antigua & Barbuda,9635468.061
Germany,Argentina,1589991493
Germany,Armenia,81078598.33
Germany,Aruba,5355053.604
Germany,Australia,4836070173
Germany,Austria,33175234344
Germany,Azerbaijan,413887220.6
Germany,BES Islands,994105.1902
Germany,Bahamas,51008341.68
Germany,Bahrain,202168737.3
Germany,Bangladesh,383956258.5
Germany,Barbados,10651340.34
Germany,Belarus,1015622501
Germany,Belgium,24720445201
Germany,Belize,28880794.19
Germany,Benin,38262400.13
Germany,Bermuda,84757838.96
Germany,Bhutan,1941910.401
Germany,Bolivia,82997181.66
Germany,Bosnia & Herzegovina,460550890
Germany,Botswana,44591912.07
Germany,Brazil,5750711043
Germany,British Indian Ocean Terr.,3104.862
Germany,Brunei Darussalam,87881506.54
Germany,Bulgaria,1901358348
Germany,Burkina Faso,30131841.44
Germany,Burundi,7049385.651
Germany,Cambodia,82476537.17
Germany,Cameroon,84878393.87
Germany,Canada,5297834564
Germany,Cape Verde,4247759.716
Germany,Cayman Islands,36054069.33
Germany,Central African Republic,5896176.096
Germany,Ceuta,4778766.258
Germany,Chad,13541053.83
Germany,Chile,1417104704
Germany,China,43117407863
Germany,Colombia,979534298.7
Germany,Comoros,576426.8913
Germany,Congo,78431029.92
Germany,"Congo, Dem. Rep.",97054599.88
Germany,Cook Islands,50198.534
Germany,Costa Rica,117212317.7
Germany,Cote d Ivoire,82819303.25
Germany,Croatia,1378458365
Germany,Cuba,129912031.5
Germany,Curacao,12455131.4
Germany,Cyprus,520087996.8
Germany,Czech Republic,20025699907
Germany,Denmark,9809369429
Germany,Djibouti,7450011.775
Germany,Dominica,742304.0023
Germany,Dominican Republic,119476434.9
Germany,EU Suppression,3003691969
Germany,East Timor,259129.1902
Germany,Ecuador,249333807.2
Germany,Egypt,1778479611
Germany,El Salvador,59802546.37
Germany,Equatorial Guinea,9556050.302
Germany,Eritrea,6340781.388
Germany,Estonia,937355281.1
Germany,Ethiopia,205803036.3
Germany,Extra EU Stores & Provisions,1542108783
Germany,Falkland Islands,43418.8884
Germany,Faroe Islands,17942586.59
Germany,Fiji,6136841.719
Germany,Finland,5298934658
Germany,France,58423702522
Germany,French Polynesia,13509815.61
Germany,French Southern Terr.,1101317.226
Germany,Gabon,45769851.06
Germany,Gambia,6351261.036
Germany,Georgia,201447303.4
Germany,Ghana,179409447.2
Germany,Gibraltar,7894545.801
Germany,Greece,2710064108
Germany,Greenland,2281903.159
Germany,Grenada,674354.4825
Germany,Guam,2099356.635
Germany,Guatemala,134079374
Germany,Guinea,32851845.21
Germany,Guinea-Bissau,1492119.67
Germany,Guyana,2461655.778
Germany,Haiti,16203397.39
Germany,High Seas,1516942.306
Germany,Honduras,77747393.15
Germany,Hong Kong,3603760568
Germany,Hungary,11959878584
Germany,Iceland,183819484.3
Germany,India,5658490825
Germany,Indonesia,1837506104
Germany,Intra EU Stores & Provisions,122776691.9
Germany,Iran,1376965058
Germany,Iraq,680250752.2
Germany,Ireland,3355758997
Germany,Israel,2138494105
Germany,Italy,31239307671
Germany,Jamaica,24141762.81
Germany,Japan,10388625482
Germany,Jordan,427905045.9
Germany,Kazakhstan,880426001.5
Germany,Kenya,172711742.8
Germany,Kiribati,55956.066
Germany,"Korea, North",3397800.424
Germany,"Korea, South",9835004853
Germany,Kosovo,95686409.62
Germany,Kuwait,760203273.2
Germany,Kyrgyzstan,32570560.99
Germany,Laos,44889268.54
Germany,Latvia,884788892.9
Germany,Lebanon,452946318.6
Germany,Lesotho,1468903.472
Germany,Liberia,94498190.79
Germany,Libya,340550339.2
Germany,Liechtenstein,349599559.5
Germany,Lithuania,1504379548
Germany,Luxembourg,3101961688
Germany,Macau,122437033.1
Germany,Macedonia,428237458.3
Germany,Madagascar,20890430.89
Germany,Malawi,5224250.572
Germany,Malaysia,2731503336
Germany,Maldives,16739171.63
Germany,Mali,55818095.59
Germany,Malta,400186902.6
Germany,Marshall Islands,415000359
Germany,Mauritania,48107210.14
Germany,Mauritius,52674902.58
Germany,Mayotte,229049.7136
Germany,Melilla,4647532.715
Germany,Mexico,6024049926
Germany,Micronesia (Federated States of),16812.9375
Germany,Moldova,185717466.3
Germany,Mongolia,62369838.42
Germany,Montenegro,42907354.14
Germany,Montserrat,21359.3492
Germany,Morocco,1004743431
Germany,Mozambique,60589539.48
Germany,Myanmar,86388900.6
Germany,Namibia,68275912.55
Germany,Nepal,28981768.21
Germany,Netherlands,43419520326
Germany,New Caledonia,28767095.83
Germany,New Zealand,619145704.7
Germany,Nicaragua,33574843
Germany,Niger,16914458.04
Germany,Nigeria,691677241.1
