FromCty,ToCty,Value
Switzerland,Latvia,13260373.8
Switzerland,Lebanon,58560645.88
Switzerland,Lesotho,18693.21187
Switzerland,Liberia,1686629.246
Switzerland,Libya,8502308.573
Switzerland,Lithuania,11726969.16
Switzerland,Luxembourg,15131122.5
Switzerland,Macau,4636709.724
Switzerland,Macedonia,4048487.761
Switzerland,Madagascar,358241.0245
Switzerland,Malawi,2527965.684
Switzerland,Malaysia,82990064.45
Switzerland,Maldives,218695.3295
Switzerland,Mali,645561.7906
Switzerland,Malta,3758656.141
Switzerland,Marshall Islands,73647.1459
Switzerland,Martinique,149115.7468
Switzerland,Mauritania,1001105.579
Switzerland,Mauritius,2619723.6
Switzerland,Mayotte,44736.84203
Switzerland,Melilla,1360.796355
Switzerland,Mexico,120151335.2
Switzerland,Moldova,2062488.612
Switzerland,Mongolia,600185.3214
Switzerland,Montenegro,990554.9066
Switzerland,Morocco,24231463.47
Switzerland,Mozambique,2101681.665
Switzerland,Myanmar,3370841.887
Switzerland,Namibia,41377.74005
Switzerland,Nauru,3632.320231
Switzerland,Nepal,2234765.431
Switzerland,Netherlands,406998186.3
Switzerland,New Caledonia,149403.7909
Switzerland,New Zealand,18263277.53
Switzerland,Nicaragua,1590864.129
Switzerland,Niger,1420573.968
Switzerland,Nigeria,14604378.88
Switzerland,Northern Mariana Islands,712.6972348
Switzerland,Norway,58119073.28
Switzerland,Oman,14599130.55
Switzerland,Pacific Islands,607337.7094
Switzerland,Pakistan,33851811.86
Switzerland,Palestine,606412.1561
Switzerland,Panama,11816369.78
Switzerland,Papua New Guinea,111809.806
Switzerland,Paraguay,1213319.917
Switzerland,Peru,15013413.08
Switzerland,Philippines,31051605.37
Switzerland,Poland,176886094.1
Switzerland,Polar Regions,10156.72983
Switzerland,Portugal,79261533.27
Switzerland,Qatar,31390533.67
Switzerland,Reunion,394587.5244
Switzerland,Romania,52115400.73
Switzerland,Russia,129906725.4
Switzerland,Rwanda,914027.3202
Switzerland,S. Georgia & S. Sandwich,846.1294065
Switzerland,San Marino,917604.5732
Switzerland,Sao Tome & Principe,2946.097633
Switzerland,Saudi Arabia,368159103.4
Switzerland,Senegal,519955.5217
Switzerland,Serbia,32657809.96
Switzerland,Seychelles,2020708.458
Switzerland,Sierra Leone,21908.29182
Switzerland,Singapore,615891517.5
Switzerland,Slovakia,53091710.17
Switzerland,Slovenia,37037690.29
Switzerland,Solomon Islands,275172.0846
Switzerland,Somalia,25567.08669
Switzerland,South Africa,59035483.32
Switzerland,South Sudan,10302.86983
Switzerland,Spain,491911314.4
Switzerland,Sri Lanka,7969814.663
Switzerland,St. Barthelemy,726601.7143
Switzerland,St. Kitts & Nevis,221886.0528
Switzerland,St. Lucia,440703.1656
Switzerland,St. Martin Island (North Part),1066721.379
Switzerland,St. Vincent & the Grenadines,266041.5118
Switzerland,Sudan,6130740.22
Switzerland,Suriname,112512.9724
Switzerland,Swaziland,286995.6576
Switzerland,Sweden,117043305.9
Switzerland,Syria,1305570.261
Switzerland,Taiwan,183310320.5
Switzerland,Tajikistan,393007.5181
Switzerland,Tanzania,993581.4872
Switzerland,Thailand,236599397
Switzerland,Togo,1351899.818
Switzerland,Tonga,4779.201516
Switzerland,Trinidad & Tobago,540644.9212
Switzerland,Tunisia,19120290.13
Switzerland,Turkey,192263880.8
Switzerland,Turkmenistan,736961.7693
Switzerland,Turks & Caicos Islands,119984.115
Switzerland,Uganda,481161.7062
Switzerland,Ukraine,16565221.83
Switzerland,United Arab Emirates,428178576
Switzerland,United Kingdom,1280225680
Switzerland,United States,2339075193
Switzerland,Uruguay,30184631.95
Switzerland,Uzbekistan,3700618.441
Switzerland,Vanuatu,1289.844327
Switzerland,Vatican City State,6109758.54
Switzerland,Venezuela,27881842.58
Switzerland,Vietnam,29355272.64
Switzerland,Virgin Islands (British),5982825.363
Switzerland,Virgin Islands (U.S.),1971929.468
Switzerland,World,23191830810
Switzerland,Yemen,2903100.704
Switzerland,Zambia,483300.8569
Switzerland,Zimbabwe,2367039.072
Taiwan,Afghanistan,73399.634
Taiwan,Albania,1309182.563
Taiwan,Algeria,4779417.168
Taiwan,American Samoa,853270.7452
Taiwan,Andorra,24855.78515
Taiwan,Angola,1776037.599
Taiwan,Antigua & Barbuda,3002.7123
Taiwan,Argentina,30351916.38
Taiwan,Armenia,104594.4785
Taiwan,Aruba,9441.86201
Taiwan,Australia,311457567.8
Taiwan,Austria,29348309.84
Taiwan,Azerbaijan,512696.4435
Taiwan,Bahamas,26457.23171
Taiwan,Bahrain,5422798.323
Taiwan,Bangladesh,73387756.6
Taiwan,Barbados,358790.7564
Taiwan,Belarus,1786580.455
Taiwan,Belgium,103516371.3
Taiwan,Belize,284857.3069
Taiwan,Benin,558437.7609
Taiwan,Bermuda,67527.66328
Taiwan,Bhutan,2769.16801
Taiwan,Bolivia,726189.288
Taiwan,Bosnia & Herzegovina,295667.0711
Taiwan,Botswana,356788.9482
Taiwan,Brazil,143522908.5
Taiwan,Brunei Darussalam,2294706.103
Taiwan,Bulgaria,11165518.96
Taiwan,Burkina Faso,83508.76541
Taiwan,Burundi,11076.67204
Taiwan,Cambodia,63337344.9
Taiwan,Cameroon,806228.2526
Taiwan,Canada,198099907
Taiwan,Cape Verde,1834.99085
Taiwan,Cayman Islands,35532.09555
Taiwan,Chile,26341460.47
Taiwan,China,6957013421
Taiwan,Colombia,44671517.7
Taiwan,Comoros,21986.52673
Taiwan,Congo,164181.6359
Taiwan,"Congo, Dem. Rep.",528177.0936
Taiwan,Costa Rica,13095795.88
Taiwan,Cote d Ivoire,2895348.654
Taiwan,Croatia,4149114.493
Taiwan,Cuba,625364.8817
Taiwan,Cyprus,1466324.507
Taiwan,Czech Republic,28401654.74
Taiwan,Denmark,30738465.54
Taiwan,Djibouti,5467171.738
Taiwan,Dominica,35265.18779
Taiwan,Dominican Republic,10965938.68
Taiwan,East Timor,293398.3552
Taiwan,Ecuador,15319838.15
Taiwan,Egypt,105836600.4
Taiwan,El Salvador,7112624.715
Taiwan,Equatorial Guinea,44840.50368
Taiwan,Estonia,10483236
Taiwan,Ethiopia,2904757.152
Taiwan,Fiji,5507074.449
Taiwan,Finland,60723684.03
Taiwan,France,128235933.4
Taiwan,French Guiana,125713.555
Taiwan,French Polynesia,750611.3481
Taiwan,Gabon,75501.53261
Taiwan,Gambia,50478.93011
Taiwan,Georgia,1266443.958
Taiwan,Germany,514624451.7
Taiwan,Ghana,2100664.162
Taiwan,Gibraltar,22787.25001
Taiwan,Greece,12397531.82
Taiwan,Greenland,7440.05381
Taiwan,Grenada,4937.79356
Taiwan,Guadeloupe,170554.0586
Taiwan,Guam,3264482.086
Taiwan,Guatemala,7307133.746
Taiwan,Guinea,480433.968
Taiwan,Guinea-Bissau,45307.59226
Taiwan,Guyana,337671.6799
Taiwan,Haiti,1829252.333
Taiwan,Honduras,6136609.764
Taiwan,Hong Kong,3336781893
Taiwan,Hungary,41574520.24
Taiwan,Iceland,634139.4743
Taiwan,India,283830412.6
Taiwan,Indonesia,346898614.4
Taiwan,Iran,86958581.57
Taiwan,Iraq,2111674.107
Taiwan,Ireland,17548951.68
Taiwan,Israel,51724254.99
Taiwan,Italy,165946663.5
Taiwan,Jamaica,1222704.449
Taiwan,Japan,1561801116
Taiwan,Jordan,27792104.14
Taiwan,Kazakhstan,5410353.749
Taiwan,Kenya,10807395.47
Taiwan,"Korea, North",11510.39715
Taiwan,"Korea, South",1134967097
Taiwan,Kuwait,20283054.68
Taiwan,Kyrgyzstan,277083.6184
Taiwan,Laos,222267.4371
Taiwan,Latvia,12168424.87
Taiwan,Lebanon,7622885.626
Taiwan,Lesotho,4706284.442
Taiwan,Liberia,240984.3438
Taiwan,Libya,3187279.016
Taiwan,Liechtenstein,735731.2404
Taiwan,Lithuania,13501595.77
Taiwan,Luxembourg,1695264.638
Taiwan,Macau,10107029.51
Taiwan,Macedonia,671373.1068
Taiwan,Madagascar,1215898.301
Taiwan,Malawi,858008.358
Taiwan,Malaysia,758453198.1
Taiwan,Maldives,273914.0887
Taiwan,Mali,31194.84445
Taiwan,Malta,3017692.498
Taiwan,Marshall Islands,2962175.684
Taiwan,Martinique,11043.30857
Taiwan,Mauritania,543190.6551
Taiwan,Mauritius,5359708.002
Taiwan,Mayotte,51613.28809
Taiwan,Mexico,176432468.5
Taiwan,Micronesia (Federated States of),406834.1532
Taiwan,Moldova,370234.4266
Taiwan,Monaco,467.08858
Taiwan,Mongolia,1692295.289
Taiwan,Montenegro,27091.13764
Taiwan,Morocco,4716593.754
Taiwan,Mozambique,1528747.559
Taiwan,Myanmar,16045560.35
Taiwan,Namibia,554434.1445
Taiwan,Nauru,1100.99451
Taiwan,Nepal,678946.6145
Taiwan,Netherlands,430090860.6
Taiwan,Netherlands Antilles,215861.6509
Taiwan,New Caledonia,1001704.823
Taiwan,New Zealand,43096795.28
Taiwan,Nicaragua,2682823.35
Taiwan,Nigeria,15827763.62
Taiwan,Norfolk Island,101124.6776
Taiwan,Northern Mariana Islands,294332.5323
Taiwan,Norway,19526604.72
Taiwan,Oman,11736401.3
Taiwan,"Other Countries, NES",295876527
Taiwan,Pakistan,36393640.44
Taiwan,Palau,2233117.138
Taiwan,Palestine,50011.84153
Taiwan,Panama,15785291.92
Taiwan,Papua New Guinea,9262600.086
Taiwan,Paraguay,4108210.878
Taiwan,Peru,28126439.48
Taiwan,Philippines,862638974.1
Taiwan,Poland,65408315.58
Taiwan,Portugal,19870648.83
Taiwan,Puerto Rico (U.S.),4981299.525
Taiwan,Qatar,11517937.29
Taiwan,Reunion,444267.9665
Taiwan,Romania,11622431.68
Taiwan,Russia,117690541.2
Taiwan,Rwanda,27524.86275
Taiwan,Samoa (Western),357689.7619
Taiwan,San Marino,167317.8021
Taiwan,Sao Tome & Principe,36899.99782
Taiwan,Saudi Arabia,152631936.6
Taiwan,Senegal,1232213.038
Taiwan,Serbia,1039405.544
Taiwan,Seychelles,1005341.442
Taiwan,Sierra Leone,439230.0826
Taiwan,Singapore,1862120889
Taiwan,Slovakia,34330343.36
Taiwan,Slovenia,14922579.32
Taiwan,Solomon Islands,749109.9919
Taiwan,Somalia,8641.13873
Taiwan,South Africa,77348167.31
Taiwan,Spain,89566470.57
Taiwan,Sri Lanka,38143354.26
Taiwan,St. Kitts & Nevis,453009.1957
Taiwan,St. Lucia,81974.04579
Taiwan,St. Vincent & the Grenadines,43539.32835
Taiwan,Sudan,1302409.778
Taiwan,Suriname,773865.6867
Taiwan,Swaziland,753213.6987
Taiwan,Sweden,51447571.73
Taiwan,Switzerland,36015532.23
Taiwan,Syria,3240627.205
Taiwan,Tahiti,319355.1348
Taiwan,Tajikistan,197678.5598
Taiwan,Tanzania,2295306.646
Taiwan,Thailand,507059518.4
Taiwan,Togo,767626.7178
Taiwan,Tonga,312715.8043
Taiwan,Trinidad & Tobago,3481177.823
Taiwan,Tunisia,3722195.531
Taiwan,Turkey,135834363.6
Taiwan,Turkmenistan,230041.1257
Taiwan,Uganda,190004.9617
Taiwan,Ukraine,8360151.586
Taiwan,United Arab Emirates,134698971.3
Taiwan,United Kingdom,359196623
Taiwan,United States,2899971429
Taiwan,Uruguay,10653256.24
Taiwan,Uzbekistan,343443.5602
Taiwan,Vanuatu,99756.7753
Taiwan,Venezuela,8070823.574
Taiwan,Vietnam,821485467.5
Taiwan,Virgin Islands (British),251894.1985
Taiwan,Virgin Islands (U.S.),1601.44656
Taiwan,World,26407720354
Taiwan,Yemen,3209265.543
Taiwan,Zambia,267208.0312
Taiwan,Zimbabwe,409002.7787
United Kingdom,Afghanistan,12678932.46
United Kingdom,Albania,8708350.923
United Kingdom,Algeria,81838524.22
United Kingdom,American Samoa,6618.8416
United Kingdom,Andorra,1848641.139
United Kingdom,Angola,134230073.4
United Kingdom,Anguilla,86098.1864
United Kingdom,Antarctica,394667.611
United Kingdom,Antigua & Barbuda,4985779.845
United Kingdom,Argentina,78259562.15
United Kingdom,Armenia,9263181.191
United Kingdom,Aruba,8569940.711
United Kingdom,Australia,1010085856
United Kingdom,Austria,398595681.5
United Kingdom,Azerbaijan,192550178.1
United Kingdom,BES Islands,787151.5481
United Kingdom,Bahamas,4933963.64
United Kingdom,Bahrain,70327585.93
United Kingdom,Bangladesh,29576038.13
United Kingdom,Barbados,8486672.361
United Kingdom,Belarus,17501006.94
United Kingdom,Belgium,2990503732
United Kingdom,Belize,1865540.859
United Kingdom,Benin,14759408.14
United Kingdom,Bermuda,6343839.309
United Kingdom,Bhutan,426048.874
United Kingdom,Bolivia,5172516.076
United Kingdom,Bosnia & Herzegovina,7339661.645
United Kingdom,Botswana,3290604.249
United Kingdom,Bouvet Island,9385.8635
United Kingdom,Brazil,513169827.5
United Kingdom,Brunei Darussalam,42987543.28
United Kingdom,Bulgaria,112704754
United Kingdom,Burkina Faso,1910609.528
United Kingdom,Burundi,631173.4436
United Kingdom,Cambodia,3101952.316
United Kingdom,Cameroon,13892222.5
United Kingdom,Canada,1001653508
United Kingdom,Cape Verde,1460047.265
United Kingdom,Cayman Islands,3655598.064
United Kingdom,Central African Republic,60294.5708
United Kingdom,Ceuta,135333.7341
United Kingdom,Chad,2558473.41
United Kingdom,Chile,273069186.1
United Kingdom,China,4506320454
United Kingdom,Cocos (Keeling) Islands,44174.0623
United Kingdom,Colombia,75333211.33
United Kingdom,Comoros,92395.8117
United Kingdom,Congo,36087507.86
United Kingdom,"Congo, Dem. Rep.",9995932.154
United Kingdom,Cook Islands,27616.077
United Kingdom,Costa Rica,20656038.11
United Kingdom,Cote d Ivoire,36211514.71
United Kingdom,Croatia,30711807.17
United Kingdom,Cuba,7670105.065
United Kingdom,Curacao,4088167.816
United Kingdom,Cyprus,84867411.91
United Kingdom,Czech Republic,536004813.4
United Kingdom,Denmark,581502440.4
United Kingdom,Djibouti,1825971.774
United Kingdom,Dominica,1012729.771
United Kingdom,Dominican Republic,21112104.35
United Kingdom,EU Suppression,150803933.6
United Kingdom,East Timor,7591.3266
United Kingdom,Ecuador,14634193.43
United Kingdom,Egypt,415007631.6
United Kingdom,El Salvador,8035272.883
United Kingdom,Equatorial Guinea,8707021.372
United Kingdom,Eritrea,1667788.052
United Kingdom,Estonia,68957577.17
United Kingdom,Ethiopia,23142008.1
United Kingdom,Extra EU Stores & Provisions,2858478.409
United Kingdom,Falkland Islands,14182526.31
United Kingdom,Faroe Islands,2029559.074
United Kingdom,Fiji,2325582.113
United Kingdom,Finland,350092309.9
United Kingdom,France,5076725634
United Kingdom,French Polynesia,1902575.818
United Kingdom,French Southern Terr.,43237.5073
United Kingdom,Gabon,15584095.91
United Kingdom,Gambia,6250244.778
United Kingdom,Georgia,19412729.37
United Kingdom,Germany,7810098711
United Kingdom,Ghana,95723979.34
United Kingdom,Gibraltar,101938696.9
United Kingdom,Greece,214482717.9
United Kingdom,Greenland,159205.5445
United Kingdom,Grenada,1548031.338
United Kingdom,Guam,647485.5686
United Kingdom,Guatemala,7985465.377
United Kingdom,Guinea,43588478.53
United Kingdom,Guinea-Bissau,22596.9942
United Kingdom,Guyana,8299904.521
United Kingdom,Haiti,1622389.39
United Kingdom,Heard & McDonald Is.,3790.0798
United Kingdom,Honduras,3371599.956
United Kingdom,Hong Kong,1273001292
United Kingdom,Hungary,307355087.1
United Kingdom,Iceland,49129535.83
United Kingdom,India,1091582995
United Kingdom,Indonesia,130879911.6
United Kingdom,Iran,30366433.67
United Kingdom,Iraq,131440799.9
United Kingdom,Ireland,4640411293
United Kingdom,Israel,274860372.2
United Kingdom,Italy,2249108060
United Kingdom,Jamaica,12297446.36
United Kingdom,Japan,1144565810
United Kingdom,Jordan,62269923.48
United Kingdom,Kazakhstan,145079617.9
United Kingdom,Kenya,107198407.5
United Kingdom,Kiribati,13799.7871
United Kingdom,"Korea, North",5400.1808
United Kingdom,"Korea, South",1731481509
United Kingdom,Kosovo,1179878.996
United Kingdom,Kuwait,123751970.9
United Kingdom,Kyrgyzstan,576475.4187
United Kingdom,Laos,1021907.663
United Kingdom,Latvia,64309179.48
United Kingdom,Lebanon,163716006.8
United Kingdom,Lesotho,103537.6971
United Kingdom,Liberia,3391432.959
United Kingdom,Libya,42068770.49
United Kingdom,Liechtenstein,1088284.454
United Kingdom,Lithuania,76477964.71
United Kingdom,Luxembourg,55276968.89
United Kingdom,Macau,13034678.8
United Kingdom,Macedonia,136522691
United Kingdom,Madagascar,3109631.201
United Kingdom,Malawi,3552759.301
United Kingdom,Malaysia,394414559
United Kingdom,Maldives,3091669.238
United Kingdom,Mali,5628278.922
United Kingdom,Malta,102411018.7
United Kingdom,Marshall Islands,220596.6112
United Kingdom,Mauritania,4482687.355
United Kingdom,Mauritius,16781210.49
United Kingdom,Mayotte,129247.8273
United Kingdom,Melilla,25573.6802
United Kingdom,Mexico,334478204.7
United Kingdom,Micronesia (Federated States of),5181.8931
United Kingdom,Moldova,11011074.38
United Kingdom,Mongolia,4431295.604
United Kingdom,Montenegro,6195069.664
United Kingdom,Montserrat,119617.7962
United Kingdom,Morocco,128150620.2
United Kingdom,Mozambique,12263839.45
United Kingdom,Myanmar,7766241.376
United Kingdom,Namibia,10151447.15
United Kingdom,Nepal,2202007.887
United Kingdom,Netherlands,5761237890
United Kingdom,New Caledonia,3331601.748
United Kingdom,New Zealand,159018731.5
United Kingdom,Nicaragua,1556734.339
United Kingdom,Niger,1888872.554
United Kingdom,Nigeria,368967371.7
United Kingdom,Non-EU Suppression,1076023114
United Kingdom,Northern Mariana Islands,85812.5779
United Kingdom,Norway,813793390.8
United Kingdom,Not Determin Extra EU Trade,1548857436
United Kingdom,Not Determin Intra EU Trade,782673199.9
United Kingdom,Oman,101893902
United Kingdom,Pakistan,112212928.8
United Kingdom,Palau,6418.2606
United Kingdom,Panama,40819569.01
United Kingdom,Papua New Guinea,3500719.713
United Kingdom,Paraguay,6728849.284
United Kingdom,Peru,41179095.78
United Kingdom,Philippines,100117579.5
United Kingdom,Poland,908256470.2
United Kingdom,Portugal,340905088.5
United Kingdom,Qatar,409069127.3
United Kingdom,Romania,254280653.2
United Kingdom,Russia,935865919.1
United Kingdom,Rwanda,1206842.434
United Kingdom,San Marino,1785066.977
United Kingdom,Sao Tome & Principe,357641.052
United Kingdom,Saudi Arabia,1193170768
United Kingdom,Senegal,22432694.54
United Kingdom,Serbia,31372172.85
United Kingdom,Seychelles,6190255.305
United Kingdom,Sierra Leone,12536707.56
United Kingdom,Singapore,1002381704
United Kingdom,Sint Maarten,1423591.563
United Kingdom,Slovakia,125070759.8
United Kingdom,Slovenia,53205393.5
United Kingdom,Solomon Islands,93414.0093
United Kingdom,Somalia,2491353.072
United Kingdom,South Africa,601376419.9
United Kingdom,South Sudan,499686.2037
United Kingdom,Spain,2303296363
United Kingdom,Sri Lanka,58796976.85
United Kingdom,St. Barthelemy,1245611.108
United Kingdom,St. Helena,4442933.843
United Kingdom,St. Kitts & Nevis,4067427.009
United Kingdom,St. Lucia,3262396.797
United Kingdom,St. Pierre & Miquelon,53798.0607
United Kingdom,St. Vincent & the Grenadines,4761776.724
United Kingdom,Sudan,25824920.71
United Kingdom,Suriname,1291661.619
United Kingdom,Swaziland,423880.3094
United Kingdom,Sweden,1334168516
United Kingdom,Switzerland,5006835900
United Kingdom,Syria,2790145.341
United Kingdom,Taiwan,285631057
United Kingdom,Tajikistan,256846.4734
United Kingdom,Tanzania,40102020.61
United Kingdom,Thailand,364366687.2
United Kingdom,Togo,6413139.622
United Kingdom,Tonga,45002.6152
United Kingdom,Trinidad & Tobago,34799854.32
United Kingdom,Tunisia,34833026.18
United Kingdom,Turkey,991812092.2
United Kingdom,Turkmenistan,5914199.476
United Kingdom,Turks & Caicos Islands,421789.8906
United Kingdom,Uganda,11133483.12
United Kingdom,Ukraine,110515650.4
United Kingdom,United Arab Emirates,1728604210
United Kingdom,United States,10297493929
United Kingdom,Uruguay,33436406.19
United Kingdom,Uzbekistan,6516241.32
United Kingdom,Vanuatu,47547.2885
United Kingdom,Vatican City State,71552.6626
United Kingdom,Venezuela,90579638.23
United Kingdom,Vietnam,99513431.76
United Kingdom,Virgin Islands (British),1113100.205
United Kingdom,Virgin Islands (U.S.),821423.2349
United Kingdom,West Bank,1005741.666
United Kingdom,World,82378642413
United Kingdom,Yemen,10863370.34
United Kingdom,Zambia,17475734.56
United Kingdom,Zimbabwe,11695504.06
United States,Afghanistan,147019464
United States,Albania,11969881
United States,Algeria,471436254
United States,Andorra,721205
United States,Angola,297462452
United States,Anguilla,9654272
United States,Antigua & Barbuda,127294453
United States,Argentina,2190096582
United States,Armenia,13581610
United States,Aruba,533951650
United States,Australia,5735591347
United States,Austria,843839735
United States,Azerbaijan,61045934
United States,Bahamas,500874129
United States,Bahrain,297012998
United States,Bangladesh,150371035
United States,Barbados,113666408
United States,Belarus,15021780
United States,Belgium,7631664371
United States,Belize,62717204
United States,Benin,166397627
United States,Bermuda,105822762
United States,Bhutan,573075
United States,Bolivia,296532369
United States,Bosnia & Herzegovina,6589975
United States,Botswana,16843034
United States,Brazil,8261341265
United States,Brunei Darussalam,26481080
United States,Bulgaria,64371473
United States,Burkina Faso,17990175
United States,Burundi,2955585
United States,Cambodia,81866552
United States,Cameroon,45721991
United States,Canada,67687857546
United States,Cape Verde,2211869
United States,Cayman Islands,145181060
United States,Central African Republic,24744502
United States,Chad,18116258
United States,Chile,4079181343
United States,China,26879801311
United States,Christmas Island,160735
United States,Cocos (Keeling) Islands,234029
United States,Colombia,3775832384
United States,Comoros,241346
United States,Congo,79265685
United States,"Congo, Dem. Rep.",61412910
United States,Cook Islands,827499
United States,Costa Rica,1472016182
United States,Cote d Ivoire,45278226
United States,Croatia,70704863
United States,Cuba,53423828
United States,Curacao,113172852
United States,Cyprus,21130244
United States,Czech Republic,395329006
United States,Denmark,495751657
United States,Djibouti,45134774
United States,Dominica,16194077
United States,Dominican Republic,1648950858
United States,East Timor,269300
United States,Ecuador,1511851485
United States,Egypt,1375380317
United States,El Salvador,659526489
United States,Equatorial Guinea,42685325
United States,Eritrea,3972414
United States,Estonia,60951223
United States,Ethiopia,479771501
United States,Falkland Islands,306436
United States,Faroe Islands,290917
United States,Fiji,12690123
United States,Finland,405513185
United States,France,7024468910
United States,French Guiana,7728993
United States,French Polynesia,30407973
United States,French Southern Terr.,713005
United States,Gabon,78531581
United States,Gambia,7842837
United States,Gaza Strip,151100
United States,Georgia,92931159
United States,Germany,11085369312
United States,Ghana,261166819
United States,Gibraltar,586738294
United States,Greece,231709259
United States,Greenland,1956453
United States,Grenada,17051132
United States,Guadeloupe,76145133
United States,Guatemala,1254577625
United States,Guinea,17486848
United States,Guinea-Bissau,379799
United States,Guyana,79218111
United States,Haiti,307086694
United States,Heard & McDonald Is.,183304
United States,Honduras,1241955182
United States,Hong Kong,7011774485
United States,Hungary,356236337
United States,Iceland,65497218
United States,India,5392428483
United States,Indonesia,1982954925
United States,Iran,98651476
United States,Iraq,506016817
United States,Ireland,1971804285
United States,Israel,3141195841
United States,Italy,3759321314
United States,Jamaica,475501525
United States,Japan,14540539479
United States,Jordan,449303504
United States,Kazakhstan,130037046
United States,Kenya,101970281
United States,Kiribati,2494997
United States,"Korea, North",67180
United States,"Korea, South",10178047568
United States,Kosovo,3210507
United States,Kuwait,694601523
United States,Kyrgyzstan,11389237
United States,Laos,5178668
United States,Latvia,89916588
United States,Lebanon,370602169
United States,Lesotho,116719
United States,Liberia,43399642
United States,Libya,143808066
United States,Liechtenstein,4923044
United States,Lithuania,116472862
United States,Luxembourg,387361618
United States,Macau,130949221
United States,Macedonia,10799568
United States,Madagascar,12371271
United States,Malawi,5193196
United States,Malaysia,3020294014
United States,Maldives,6718976
United States,Mali,10386183
United States,Malta,51041651
United States,Marshall Islands,19593016
United States,Martinique,86247223
United States,Mauritania,35696685
United States,Mauritius,8969325
United States,Mayotte,1501243
United States,Mexico,52722100368
United States,Micronesia (Federated States of),10237811
United States,Moldova,7556135
United States,Monaco,13369399
United States,Mongolia,28315005
United States,Montenegro,2577213
United States,Montserrat,1707274
United States,Morocco,356474731
United States,Mozambique,45179193
United States,Myanmar,103758329
United States,Namibia,25996966
United States,Nauru,324128
United States,Nepal,11245332
United States,Netherlands,8640476018
United States,New Caledonia,21567412
United States,New Zealand,763982545
United States,Nicaragua,288136097
United States,Niger,6545537
United States,Nigeria,1001420576
United States,Niue,77597
United States,Norfolk Island,30932
United States,Norway,826074928
United States,Oman,546674385
United States,Pakistan,394919900
United States,Palau,4612544
United States,Panama,2024984272
United States,Papua New Guinea,38540725
United States,Paraguay,394278438
United States,Peru,2115095559
United States,Philippines,2147801990
United States,Pitcairn,452
United States,Poland,793869698
United States,Portugal,172023941
United States,Qatar,771251905
United States,Reunion,2534289
United States,Romania,151531292
United States,Russia,2137950762
United States,Rwanda,5628979
United States,Samoa (Western),7145311
United States,San Marino,745730
United States,Sao Tome & Principe,367151
United States,Saudi Arabia,4491555708
United States,Senegal,41479344
United States,Serbia,38872585
United States,Seychelles,2654417
United States,Sierra Leone,16591983
United States,Singapore,6588471156
United States,Sint Maarten,119353963
United States,Slovakia,92323572
United States,Slovenia,102775658
United States,Solomon Islands,1549194
United States,Somalia,8162166
United States,South Africa,1398047900
United States,South Sudan,6021591
United States,Spain,2432002062
United States,Sri Lanka,102844063
United States,St. Helena,2224824
United States,St. Kitts & Nevis,25813433
United States,St. Lucia,173840169
United States,St. Pierre & Miquelon,254033
United States,St. Vincent & the Grenadines,24994254
United States,Sudan,10423902
United States,Suriname,127961929
United States,Svalbard & Jan Mayen,2809
United States,Swaziland,7928352
United States,Sweden,961242161
United States,Switzerland,6230170621
United States,Syria,169321
United States,Taiwan,7091317830
United States,Tajikistan,5560601
United States,Tanzania,42785956
United States,Thailand,2880544686
United States,Togo,208550798
United States,Tokelau,107251
United States,Tonga,4941382
United States,Trinidad & Tobago,522298066
United States,Tunisia,70412849
United States,Turkey,2265596309
United States,Turkmenistan,14706209
United States,Turks & Caicos Islands,62628719
United States,Tuvalu,287166
United States,Uganda,17003520
United States,Ukraine,235326258
United States,United Arab Emirates,5800308960
United States,United Kingdom,12819672133
United States,Uruguay,276302477
United States,Uzbekistan,13910696
United States,Vanuatu,1636760
United States,Vatican City State,545804
United States,Venezuela,2877007998
United States,Vietnam,1272220794
United States,Virgin Islands (British),40178916
United States,Wallis & Futuna Islands,38884
United States,West Bank,513342
United States,World,3.54052E+11
United States,Yemen,69755607
United States,Zambia,25445701
United States,Zimbabwe,5226752
